4898 11 1
0,3076923077 0,026788202 0,2168674699 0,3082822086 0,1300075149 0,149825784 0,373549884 1 0,2545454545 0,2674418605 0,1290322581 0,5
0,3942307692 5,97062452732556E-05 0,1686746988 0,018404908 0,118446153 0,1463414634 0,3921113689 8,2898931432774E-06 0,6636363636 0,2441860465 0,1935483871 0,5
0,3461538462 9,95104087887593E-05 0,2530120482 0,023006135 0,1039944505 0,1080139373 0,4129930394 6,68991376701152E-06 0,6181818182 0,2209302326 0,4193548387 0,6666666667
0,4134615385 0,0003482864 0,2530120482 0,0920245399 0,0953234291 0,118466899 0,3062645012 4,68993954667922E-06 0,2363636364 0,1976744186 0,8548387097 0,6666666667
0,3173076923 0,0003582375 0,2228915663 0,032208589 0,118446153 0,1149825784 0,2761020882 0,00000249 0,3181818182 0,2441860465 0,8870967742 0,6666666667
0,25 0,0001791187 0,1325301205 0,0690184049 0,106884791 0,0731707317 0,283062645 7,28990603311125E-06 0,5181818182 0,1162790698 0,3387096774 0,3333333333
0,4038461538 0,0005771604 0,4337349398 0,2599693252 0,1213364934 0,2090592334 0,5197215777 1,2789835139025E-05 0,1818181818 0,5348837209 0,2258064516 0,1666666667
0,4038461538 0,0001194125 0,2409638554 0,0705521472 0,1589109197 0,1358885017 0,3665893271 8,1898944322608E-06 0,4181818182 0,2093023256 0,4193548387 0,6666666667
0,3269230769 0,0001293635 0,2048192771 0,0076687117 0,1328978554 0,0801393728 0,1647331787 0,991000116 0,4818181818 0,2093023256 0,5322580645 0,5
0,3269230769 9,95104087887593E-05 0,186746988 0,0076687117 0,1300075149 0,06271777 0,1484918794 5,38993052379555E-06 0,5454545455 0,2093023256 0,4516129032 0,6666666667
0,4423076923 0,000487601 0,265060241 0,1549079755 0,1473495578 0,1533101045 0,4315545244 1,0989858340726E-05 0,3909090909 0,3372093023 0,3870967742 0,3333333333
0,1442307692 0,0001791187 0,1385542169 0,0697852761 0,0982137696 0,1602787456 0,3503480278 8,0898957212442E-06 1 0,3372093023 0,4032258065 0,6666666667
0,1826923077 0,2437208932 0,1987951807 0,0076687117 0,1415688768 0,0905923345 0,3271461717 5,58992794582876E-06 0,3727272727 0,2325581395 0,2096774194 0,3333333333
0,1730769231 0,2437208932 0,1927710843 0,0076687117 0,1357881958 0,0766550523 0,3317865429 5,58992794582876E-06 0,3636363636 0,2325581395 0,2096774194 0,5
0,3365384615 0,0001691677 0,2469879518 0,018404908 0,106884791 0,1742160279 0,3619489559 3,98994856956299E-06 0,5181818182 0,1976744186 0,6774193548 0,6666666667
0,3076923077 7,96083270310074E-05 0,4397590361 0,0061349693 0,3988091797 0,1951219512 0,3271461717 6,48991634497831E-06 0,3272727273 0,0930232558 0,1935483871 0,3333333333
0,25 0,0001393146 0,2048192771 0,018404908 0,1646916007 0,0940766551 0,2204176334 8,78988669836043E-06 0,9909090909 0,4069767442 0,3709677419 0,5
0,3365384615 9,95104087887593E-05 0,3915662651 0,0122699387 0,1328978554 0,0905923345 0,343387471 7,48990345514446E-06 0,5545454545 0,4651162791 0,2258064516 0,5
0,25 8,95593679098834E-05 0,1626506024 0,0935582822 0,1039944505 0,2996515679 0,4965197216 7,68990087717767E-06 0,5090909091 0,1511627907 0,3548387097 0,5
0,2980769231 0,0002089719 0,0963855422 0,0950920245 0,0982137696 0,2195121951 0,4709976798 8,38989185429401E-06 0,3272727273 0,1976744186 0,1612903226 0,5
0,2307692308 0,0001293635 0,2289156627 0,0950920245 0,1039944505 0,2160278746 0,5475638051 7,98989701022759E-06 0,3090909091 0,1627906977 0,2096774194 0,5
0,25 0,0001492656 0,1807228916 0,0996932515 0,106884791 0,212543554 0,5266821346 8,0898957212442E-06 0,3090909091 0,1395348837 0,1935483871 0,5
0,3365384615 0,0001094614 0,4096385542 0,013803681 8,67102144632638E-05 0,1010452962 0,3410672854 7,48990345514446E-06 0,5454545455 0,488372093 0,2258064516 0,5
0,3365384615 9,95104087887593E-05 0,3915662651 0,0122699387 0,1328978554 0,0905923345 0,343387471 7,48990345514446E-06 0,5545454545 0,4651162791 0,2258064516 0,5
0,5576923077 0,0002089719 0,2771084337 0,0130368098 0,112665472 0,2630662021 0,4965197216 7,28990603311125E-06 0,1818181818 0,2790697674 0,2419354839 0,5
0,3269230769 5,97062452732556E-05 0,2108433735 0,009202454 0,1039944505 0,0452961672 0,1484918794 6,68991376701152E-06 0,6727272727 0,1976744186 0,3064516129 0,3333333333
0,2980769231 0,0002288739 0,2048192771 0,1042944785 0,1704722816 0,118466899 0,3828306265 9,18988154242695E-06 0,6727272727 0,4651162791 0,5 0,6666666667
0,3557692308 0,0001990208 0,2048192771 0,0552147239 0,0808717267 0,118466899 0,2482598608 0,9900001289 0,2454545455 0,2209302326 0,6935483871 0,8333333333
0,4038461538 0,0001393146 0,2530120482 0,2147239264 0,1271171744 0,149825784 0,3573085847 1,31898299830914E-05 0,4454545455 0,5465116279 0,0967741935 0,6666666667
0,3653846154 0,0002288739 0,1746987952 0,1518404908 5,78068096421758E-05 0,0662020906 0,3155452436 9,48987767547676E-06 0,2909090909 0,1511627907 0,2258064516 0,3333333333
0,4423076923 0,0002686781 0,3373493976 0,2024539877 0,1386785363 0,1846689895 0,4199535963 1,21898428729254E-05 0,3181818182 0,4186046512 0,2258064516 0,5
0,4038461538 0,0001393146 0,2530120482 0,2147239264 0,1271171744 0,149825784 0,3573085847 1,31898299830914E-05 0,4454545455 0,5465116279 0,0967741935 0,6666666667
0,4134615385 0,0004179437 0,2831325301 0,0076687117 0,106884791 0,0731707317 0,2714617169 6,68991376701152E-06 0,4454545455 0,2325581395 0,4677419355 0,3333333333
0,3076923077 0,0003084823 0,186746988 0,0720858896 0,4884097347 0,1045296167 0,3549883991 9,38987896446016E-06 0,4363636364 0,3023255814 0,2258064516 0,3333333333
0,4134615385 0,0004179437 0,2831325301 0,0076687117 0,106884791 0,0731707317 0,2714617169 6,68991376701152E-06 0,4454545455 0,2325581395 0,4677419355 0,3333333333
0,4423076923 0,0002686781 0,3373493976 0,2024539877 0,1386785363 0,1846689895 0,4199535963 1,21898428729254E-05 0,3181818182 0,4186046512 0,2258064516 0,5
0,2307692308 0,0001393146 0,1626506024 0,013803681 0,184923984 0,06271777 0,2853828306 6,68991376701152E-06 0,4545454545 0,2790697674 0,1935483871 0,5
0,4038461538 0,0001393146 0,2530120482 0,2147239264 0,1271171744 0,149825784 0,3573085847 1,31898299830914E-05 0,4454545455 0,5465116279 0,0967741935 0,6666666667
0,3653846154 0,0002288739 0,1746987952 0,1518404908 5,78068096421758E-05 0,0662020906 0,3155452436 9,48987767547676E-06 0,2909090909 0,1511627907 0,2258064516 0,3333333333
0,3076923077 0,0001592167 0,2168674699 0,0659509202 0,2398404532 0,0278745645 0,2877030162 7,08990861107804E-06 0,5545454545 0,1744186047 0,4516129032 0,5
0,2692307692 0,0001890698 0,1807228916 0,0199386503 0,0722007052 0,0418118467 0,3341067285 5,68992665684537E-06 0,5181818182 0,4651162791 0,4032258065 0,5
0,3846153846 7,96083270310074E-05 0,2469879518 0,0168711656 0,0750910457 0,0940766551 0,3039443155 0,9900001289 0,2727272727 0,6511627907 0,7258064516 0,5
0,375 0,0001890698 0,2048192771 0,018404908 0,0808717267 0,0836236934 0,3689095128 3,98994856956299E-06 0,2454545455 0,3023255814 0,6612903226 0,6666666667
0,3461538462 0,0002288739 0,4457831325 0,1549079755 0,112665472 0,1707317073 0,3201856148 1,05898634966595E-05 0,2727272727 0,2441860465 0,1129032258 0,3333333333
0,4038461538 0,0003681885 0,2168674699 0,1257668712 0,0750910457 0,1672473868 0,3294663573 5,58992794582876E-06 0,3181818182 0,0348837209 0,7580645161 0,8333333333
0,375 0,0001890698 0,2048192771 0,018404908 0,0808717267 0,0836236934 0,3689095128 3,98994856956299E-06 0,2454545455 0,3023255814 0,6612903226 0,6666666667
0,3846153846 7,96083270310074E-05 0,2469879518 0,0168711656 0,0750910457 0,0940766551 0,3039443155 0,9900001289 0,2727272727 0,6511627907 0,7258064516 0,5
0,2692307692 7,96083270310074E-05 0,1746987952 0,018404908 8,67102144632638E-05 0,1324041812 0,3201856148 4,08994728057959E-06 0,3090909091 0,2558139535 0,5483870968 0,6666666667
0,4326923077 0,0001293635 0,2409638554 0,0153374233 0,0924330886 0,1149825784 0,2343387471 0,00000359 0,2727272727 0,4418604651 0,7903225806 0,6666666667
0,3269230769 0,000238825 0,1987951807 0,0122699387 0,0837620672 0,0940766551 0,2320185615 0,00000309 0,3909090909 0,3372093023 0,7741935484 0,6666666667
0,2692307692 7,96083270310074E-05 0,1807228916 0,0153374233 0,0982137696 0,0452961672 0,1600928074 0,991000116 0,6 0,2558139535 0,5161290323 0,5
0,4423076923 7,96083270310074E-05 0,1987951807 0,013803681 0,0953234291 0,0487804878 0,2064965197 0,9930000902 0,3818181818 0,2325581395 0,2741935484 0,5
0,3557692308 0,0001492656 0,1927710843 0,1319018405 0,1097751315 0,181184669 0,4222737819 9,48987767547676E-06 0,2909090909 0,3953488372 0,2741935484 0,5
0,2307692308 8,95593679098834E-05 0,1807228916 0,0076687117 0,106884791 0,0418118467 0,162412993 0,9920001031 0,7090909091 0,3720930233 0,3709677419 0,5
0,2980769231 0,0003084823 0,1325301205 0,0567484663 2,89034048210879E-05 0,0278745645 0,2157772622 0,9920001031 0,2545454545 0,7558139535 0,5806451613 0,1666666667
0,2980769231 0,0003283843 0,1325301205 0,0552147239 0,0895427481 0,0278745645 0,2157772622 0,9920001031 0,2545454545 0,7441860465 0,5806451613 0,1666666667
0,3557692308 0,0001492656 0,1927710843 0,1319018405 0,1097751315 0,181184669 0,4222737819 9,48987767547676E-06 0,2909090909 0,3953488372 0,2741935484 0,5
0,3557692308 0,0002985312 0,1987951807 0,0674846626 0,1300075149 0,0975609756 0,283062645 7,08990861107804E-06 0,5454545455 0,2558139535 0,4677419355 0,5
0,3365384615 0,0003383354 0,2289156627 0,0950920245 0,1300075149 0,0940766551 0,2621809745 5,38993052379555E-06 0,4272727273 0,1744186047 0,7419354839 0,6666666667
0,3365384615 0,0002587271 0,234939759 0,0705521472 5,78068096421758E-05 0,149825784 0,3573085847 5,38993052379555E-06 0,5272727273 0,2906976744 0,7096774194 0,5
0,3846153846 0,0001492656 0,1686746988 0,0636503067 0,1213364934 0,149825784 0,3642691415 5,68992665684537E-06 0,2181818182 0,2093023256 0,564516129 0,3333333333
0,5 0,2437208932 0,2289156627 0,0812883436 0,1300075149 0,1742160279 0,3480278422 0,9940000773 0,1909090909 0,1511627907 0,3548387097 0,5
0,2980769231 0,0001194125 0,2409638554 0,1088957055 0,0924330886 0,1707317073 0,3874709977 6,78991247802812E-06 0,4545454545 0,0581395349 0,5483870968 0,3333333333
0,3461538462 0,0001094614 0,2530120482 0,0889570552 0,1935950055 0,1289198606 0,4709976798 8,68988798734382E-06 0,5272727273 0,1279069767 0,2580645161 0,5
0,4230769231 0,0001194125 0,2168674699 0,1150306748 0,1011041101 0,2020905923 0,3573085847 8,0898957212442E-06 0,3 0,0930232558 0,3709677419 0,5
0,4038461538 0,0005075031 0,4277108434 0,2569018405 0,1097751315 0,2055749129 0,5081206497 1,28898338500416E-05 0,2090909091 0,6162790698 0,2096774194 0,3333333333
0,3942307692 5,97062452732556E-05 0,2710843373 0,018404908 8,67102144632638E-05 0,0522648084 0,2436194896 7,68990087717767E-06 0,5545454545 0,3139534884 0,435483871 0,6666666667
0,2884615385 0,0001592167 0,2409638554 0,018404908 0,1357881958 0,1114982578 0,222737819 0,00000289 0,3727272727 0,3139534884 0,7741935484 0,8333333333
0,5673076923 5,97062452732556E-05 0,3554216867 0,013803681 0,1415688768 0,0731707317 0,3085846868 8,68988798734382E-06 0,2363636364 0,4651162791 0,2419354839 0,3333333333
0,5192307692 6,96572861521315E-05 0,4096385542 0,0153374233 0,1328978554 0,0696864111 0,2807424594 7,68990087717767E-06 0,2727272727 0,2674418605 0,3870967742 0,5
0,5384615385 8,95593679098834E-05 0,3313253012 0,0153374233 0,1415688768 0,0418118467 0,1972157773 7,78989958819427E-06 0,2727272727 0,4534883721 0,3709677419 0,5
0,1346153846 0,3631333838 0,0481927711 0,1978527607 0,118446153 0,1219512195 0,3085846868 0,9960000516 0,6727272727 0,1976744186 0,3064516129 0,5
0,2403846154 0,0001492656 0,1325301205 0,0483128834 0,112665472 0,1219512195 0,2482598608 5,58992794582876E-06 0,4636363636 0,3255813953 0,435483871 0,5
0,5576923077 0,0001691677 0,3253012048 0,0107361963 5,78068096421758E-05 0,0487804878 0,3503480278 6,68991376701152E-06 0,2 0,2441860465 0,4032258065 0,3333333333
0,5192307692 0,000238825 0,2530120482 0,0107361963 0,1328978554 0,0418118467 0,4106728538 7,78989958819427E-06 0,3272727273 0,3023255814 0,2580645161 0,3333333333
0,25 0,0002288739 0,2409638554 0,0858895706 5,78068096421758E-05 0,1533101045 0,3712296984 8,1898944322608E-06 0,3909090909 0,2790697674 0,2096774194 0,5
0,4134615385 0,0001194125 0,2168674699 0,1395705521 0,1271171744 0,212543554 0,3549883991 0,9960000516 0,3454545455 0,2790697674 0,3225806452 0,5
0,3942307692 0,2536719341 0,156626506 0,0214723926 0,0750910457 0,1324041812 0,4199535963 6,08992150091189E-06 0,2909090909 0,1976744186 0,5161290323 0,5
0,3076923077 6,96572861521315E-05 0,2048192771 0,0122699387 0,112665472 0,0662020906 0,3897911833 5,58992794582876E-06 0,5454545455 0,4651162791 0,4516129032 0,3333333333
0,25 6,96572861521315E-05 0,186746988 0,0076687117 0,1271171744 0,0801393728 0,2018561485 6,08992150091189E-06 0,7454545455 0,3372093023 0,3709677419 0,5
0,25 0,0001691677 0,3192771084 0,0920245399 0,1097751315 0,1986062718 0,5220417633 8,38989185429401E-06 0,2818181818 0,2325581395 0,1290322581 0,3333333333
0,3653846154 0,0001094614 0,2530120482 0,013803681 0,1271171744 0,0139372822 0,2436194896 4,2899447026128E-06 0,2909090909 0,6046511628 0,7741935484 0,5
0,3365384615 0,0003482864 0,2228915663 0,0613496933 0,0808717267 0,0522648084 0,2436194896 0,9900001289 0,4636363636 0,2441860465 0,8387096774 0,5
0,125 0,0002288739 0,1807228916 0,004601227 0,106884791 0,0905923345 0,3317865429 0,991000116 0,7454545455 0,3953488372 0,3387096774 0,5
0,2307692308 0,0001194125 0,156626506 0,0168711656 0,268743858 0,1324041812 0,3526682135 5,28993181277895E-06 0,6545454545 0,511627907 0,4838709677 0,3333333333
0,2980769231 7,96083270310074E-05 0,2108433735 0,0107361963 0,1242268339 0,0662020906 0,4013921114 5,58992794582876E-06 0,4818181818 0,4651162791 0,4516129032 0,5
0,375 0,000238825 0,2891566265 0,0260736196 5,78068096421758E-05 0,0905923345 0,2436194896 3,98994856956299E-06 0,4363636364 0,3488372093 0,7741935484 0,6666666667
0,2596153846 0,0001393146 0,4337349398 0,0950920245 0,1213364934 0,1080139373 0,3689095128 8,68988798734382E-06 0,3636363636 0,1627906977 0,1935483871 0,5
0,2884615385 0,0001791187 0,1987951807 0,013803681 0,1357881958 0,1463414634 0,3665893271 5,68992665684537E-06 0,3636363636 0,2558139535 0,4032258065 0,5
0,1346153846 0,0002885802 0,1987951807 0,009202454 0,0808717267 0,0383275261 0,1670533643 0,00000309 0,5909090909 0,1860465116 0,5967741935 0,5
0,4423076923 0,0001094614 0,2590361446 0,023006135 0,1502398983 0,06271777 0,2204176334 0,9930000902 0,1181818182 0,2790697674 0,2419354839 0,3333333333
0,4326923077 0,0001293635 0,2469879518 0,0245398773 8,67102144632638E-05 0,0766550523 0,2296983759 0,9930000902 0,1181818182 0,2674418605 0,2419354839 0,3333333333
0,2884615385 6,96572861521315E-05 0,1927710843 0,1257668712 0,1675819412 0,0766550523 0,2343387471 1,00898699415765E-05 0,6181818182 0,2093023256 0,1290322581 0,5
0,3942307692 7,96083270310074E-05 0,3855421687 0,2515337423 8,67102144632638E-05 0,2334494774 0,4663573086 1,3289828694108E-05 0,3909090909 0,3372093023 0,2096774194 0,6666666667
0,3846153846 0,0001293635 0,234939759 0,018404908 0,0982137696 0,2090592334 0,3967517401 0,9900001289 0,3363636364 0,6162790698 0,7419354839 0,8333333333
0,5 0,0001592167 0,3012048193 0,009202454 0,1386785363 0,0836236934 0,2273781903 4,68993954667922E-06 0,4454545455 0,1395348837 0,7096774194 0,5
0,1826923077 0,0001293635 0,1445783133 0,0260736196 0,1357881958 0,2020905923 0,4176334107 0,9940000773 0,8454545455 0,5813953488 0,3387096774 0,5
0,3846153846 0,0002089719 0,2168674699 0,0981595092 0,1213364934 0,1254355401 0,3526682135 6,98990990006144E-06 0,4909090909 0,1744186047 0,5161290323 0,8333333333
0,2788461538 9,95104087887593E-05 0,1807228916 0,0889570552 0,1386785363 0,1324041812 0,5614849188 8,48989056531061E-06 0,5181818182 0,3488372093 0,3225806452 0,3333333333
0,2788461538 9,95104087887593E-05 0,1807228916 0,0889570552 0,1386785363 0,1324041812 0,5614849188 8,48989056531061E-06 0,5181818182 0,3488372093 0,3225806452 0,3333333333
0,4423076923 0,000497552 0,1626506024 0,1771472393 0,0953234291 0,1219512195 0,2482598608 8,78988669836043E-06 0,2454545455 0,1976744186 0,4516129032 0,5
0,3269230769 7,96083270310074E-05 0,1927710843 0,0030674847 5,78068096421758E-05 0,1672473868 0,2598607889 5,08993439074574E-06 0,5 0,1279069767 0,3225806452 0,5
0,3653846154 0,0004577479 0,1385542169 0,0214723926 0,0837620672 0,0383275261 0,3294663573 5,98992278989529E-06 0,2909090909 0,1279069767 0,3870967742 0,3333333333
0,4423076923 0,000497552 0,1626506024 0,1771472393 0,0953234291 0,1219512195 0,2482598608 8,78988669836043E-06 0,2454545455 0,1976744186 0,4516129032 0,5
0,2692307692 0,0001691677 0,186746988 0,1809815951 0,1704722816 0,1742160279 0,3990719258 1,12898544737759E-05 0,7181818182 0,2906976744 0,2903225806 0,5
0,3365384615 0,0001492656 0,2228915663 0,0199386503 0,118446153 0,1707317073 0,3619489559 0,00000369 0,4909090909 0,2093023256 0,6774193548 0,8333333333
0,3365384615 0,0003084823 0,2228915663 0,0076687117 0,1242268339 0,118466899 0,2412993039 0,9900001289 0,6090909091 0,3023255814 0,7580645161 0,8333333333
0,3076923077 0,0003781396 0,234939759 0,0858895706 0,112665472 0,1533101045 0,3573085847 5,68992665684537E-06 0,4454545455 0,1511627907 0,6774193548 0,6666666667
0,4230769231 0,0002686781 0,2409638554 0,0874233129 0,112665472 0,1149825784 0,3549883991 6,48991634497831E-06 0,3909090909 0,1395348837 0,6290322581 0,6666666667
0,3846153846 0,0002089719 0,2168674699 0,0981595092 0,1213364934 0,1254355401 0,3526682135 6,98990990006144E-06 0,4909090909 0,1744186047 0,5161290323 0,8333333333
0,5192307692 0,0002686781 0,234939759 0,004601227 0,1213364934 0,0452961672 0,120649652 5,28993181277895E-06 0,2181818182 0,0697674419 0,3870967742 0,1666666667
0,4038461538 0,000487601 0,234939759 0,0506134969 0,0982137696 0,0696864111 0,2621809745 4,58994083566261E-06 0,5181818182 0,523255814 0,7741935484 0,6666666667
0,2596153846 0,0002885802 0,1987951807 0,0506134969 0,0779813862 0,1324041812 0,2807424594 0,00000349 0,5090909091 0,1976744186 0,7580645161 0,6666666667
0,1826923077 0,0001293635 0,1445783133 0,0260736196 0,1357881958 0,2020905923 0,4176334107 0,9940000773 0,8454545455 0,5813953488 0,3387096774 0,5
0,2788461538 9,95104087887593E-05 0,1807228916 0,0889570552 0,1386785363 0,1324041812 0,5614849188 8,48989056531061E-06 0,5181818182 0,3488372093 0,3225806452 0,3333333333
0,3846153846 4,97552043943797E-05 0,1807228916 0,018404908 5,78068096421758E-05 0,1428571429 0,3944315545 8,38989185429401E-06 0,6454545455 0,2209302326 0,1612903226 0,3333333333
0,3653846154 0,0001094614 0,2469879518 0,0076687117 5,78068096421758E-05 0,1254355401 0,3109048724 0,00000359 0,1818181818 0,2325581395 0,5483870968 0,3333333333
0,3365384615 0,0001393146 0,2469879518 0,226993865 8,67102144632638E-05 0,1846689895 0,4222737819 1,28898338500416E-05 0,5454545455 0,4302325581 0,1451612903 0,5
0,2403846154 0,0002089719 0,2409638554 0,0904907975 0,112665472 0,1428571429 0,3665893271 8,1898944322608E-06 0,3909090909 0,2558139535 0,2096774194 0,5
0,2884615385 0,0002686781 0,1927710843 0,027607362 0,1386785363 0,1149825784 0,2180974478 3,98994856956299E-06 0,5090909091 0,2790697674 0,6451612903 0,8333333333
0,2596153846 0,0001094614 0,1927710843 0,0122699387 5,78068096421758E-05 0,1010452962 0,2853828306 5,08993439074574E-06 0,5818181818 0,3720930233 0,4516129032 0,6666666667
0,2307692308 3,98041635155037E-05 0,156626506 0,0782208589 0,1271171744 0,1881533101 0,3457076566 7,98989701022759E-06 0,7272727273 0,1744186047 0,4032258065 0,5
0,2115384615 4,97552043943797E-05 0,1686746988 0,0782208589 0,1097751315 0,1881533101 0,4187935035 7,68990087717767E-06 0,7909090909 0,2441860465 0,4193548387 0,6666666667
0,25 0,0001691677 0,1987951807 0,0122699387 5,78068096421758E-05 0,1393728223 0,2459396752 0,00000349 0,4272727273 0,3023255814 0,5322580645 0,6666666667
